# Csúcsok
1	1	0	1
2	2	0	2
3	3	0	3
4	4	0	4
5	5	0	5
6	6	0	6
7	7	0	7
8	8	0	8
9	9	0	9
10	10	0	10
11	11	0	11
12	12	0	12
13	13	0	13
14	14	0	14
15	15	0	15
16	16	0	16
17	17	0	17
18	18	0	18
19	19	0	19
20	20	0	20
21	21	1	1
22	22	1	2
23	23	1	3
24	24	1	4
25	25	1	5
26	26	1	6
27	27	1	7
28	28	1	8
29	29	1	9
30	30	1	10
31	31	1	11
32	32	1	12
33	33	1	13
34	34	1	14
35	35	1	15
36	36	1	16
37	37	1	17
38	38	1	18
39	39	1	19
40	40	1	20
41	41	2	1
42	42	2	2
43	43	2	3
44	44	2	4
45	45	2	5
46	46	2	6
47	47	2	7
48	48	2	8
49	49	2	9
50	50	2	10
51	51	2	11
52	52	2	12
53	53	2	13
54	54	2	14
55	55	2	15
56	56	2	16
57	57	2	17
58	58	2	18
59	59	2	19
60	60	2	20
61	61	3	1
62	62	3	2
63	63	3	3
64	64	3	4
65	65	3	5
66	66	3	6
67	67	3	7
68	68	3	8
69	69	3	9
70	70	3	10
71	71	3	11
72	72	3	12
73	73	3	13
74	74	3	14
75	75	3	15
76	76	3	16
77	77	3	17
78	78	3	18
79	79	3	19
80	80	3	20
81	81	4	1
82	82	4	2
83	83	4	3
84	84	4	4
85	85	4	5
86	86	4	6
87	87	4	7
88	88	4	8
89	89	4	9
90	90	4	10
91	91	4	11
92	92	4	12
93	93	4	13
94	94	4	14
95	95	4	15
96	96	4	16
97	97	4	17
98	98	4	18
99	99	4	19
100	100	4	20
101	101	5	1
102	102	5	2
103	103	5	3
104	104	5	4
105	105	5	5
106	106	5	6
107	107	5	7
108	108	5	8
109	109	5	9
110	110	5	10
111	111	5	11
112	112	5	12
113	113	5	13
114	114	5	14
115	115	5	15
116	116	5	16
117	117	5	17
118	118	5	18
119	119	5	19
120	120	5	20
121	121	6	1
122	122	6	2
123	123	6	3
124	124	6	4
125	125	6	5
126	126	6	6
127	127	6	7
128	128	6	8
129	129	6	9
130	130	6	10
131	131	6	11
132	132	6	12
133	133	6	13
134	134	6	14
135	135	6	15
136	136	6	16
137	137	6	17
138	138	6	18
139	139	6	19
140	140	6	20
141	141	7	1
142	142	7	2
143	143	7	3
144	144	7	4
145	145	7	5
146	146	7	6
147	147	7	7
148	148	7	8
149	149	7	9
150	150	7	10
151	151	7	11
152	152	7	12
153	153	7	13
154	154	7	14
155	155	7	15
156	156	7	16
157	157	7	17
158	158	7	18
159	159	7	19
160	160	7	20
161	161	8	1
162	162	8	2
163	163	8	3
164	164	8	4
165	165	8	5
166	166	8	6
167	167	8	7
168	168	8	8
169	169	8	9
170	170	8	10
171	171	8	11
172	172	8	12
173	173	8	13
174	174	8	14
175	175	8	15
176	176	8	16
177	177	8	17
178	178	8	18
179	179	8	19
180	180	8	20
181	181	9	1
182	182	9	2
183	183	9	3
184	184	9	4
185	185	9	5
186	186	9	6
187	187	9	7
188	188	9	8
189	189	9	9
190	190	9	10
191	191	9	11
192	192	9	12
193	193	9	13
194	194	9	14
195	195	9	15
196	196	9	16
197	197	9	17
198	198	9	18
199	199	9	19
200	200	9	20
201	201	10	1
202	202	10	2
203	203	10	3
204	204	10	4
205	205	10	5
206	206	10	6
207	207	10	7
208	208	10	8
209	209	10	9
210	210	10	10
211	211	10	11
212	212	10	12
213	213	10	13
214	214	10	14
215	215	10	15
216	216	10	16
217	217	10	17
218	218	10	18
219	219	10	19
220	220	10	20
221	221	11	1
222	222	11	2
223	223	11	3
224	224	11	4
225	225	11	5
226	226	11	6
227	227	11	7
228	228	11	8
229	229	11	9
230	230	11	10
231	231	11	11
232	232	11	12
233	233	11	13
234	234	11	14
235	235	11	15
236	236	11	16
237	237	11	17
238	238	11	18
239	239	11	19
240	240	11	20
241	241	12	1
242	242	12	2
243	243	12	3
244	244	12	4
245	245	12	5
246	246	12	6
247	247	12	7
248	248	12	8
249	249	12	9
250	250	12	10
251	251	12	11
252	252	12	12
253	253	12	13
254	254	12	14
255	255	12	15
256	256	12	16
257	257	12	17
258	258	12	18
259	259	12	19
260	260	12	20
261	261	13	1
262	262	13	2
263	263	13	3
264	264	13	4
265	265	13	5
266	266	13	6
267	267	13	7
268	268	13	8
269	269	13	9
270	270	13	10
271	271	13	11
272	272	13	12
273	273	13	13
274	274	13	14
275	275	13	15
276	276	13	16
277	277	13	17
278	278	13	18
279	279	13	19
280	280	13	20
281	281	14	1
282	282	14	2
283	283	14	3
284	284	14	4
285	285	14	5
286	286	14	6
287	287	14	7
288	288	14	8
289	289	14	9
290	290	14	10
291	291	14	11
292	292	14	12
293	293	14	13
294	294	14	14
295	295	14	15
296	296	14	16
297	297	14	17
298	298	14	18
299	299	14	19
300	300	14	20
301	301	15	1
302	302	15	2
303	303	15	3
304	304	15	4
305	305	15	5
306	306	15	6
307	307	15	7
308	308	15	8
309	309	15	9
310	310	15	10
311	311	15	11
312	312	15	12
313	313	15	13
314	314	15	14
315	315	15	15
316	316	15	16
317	317	15	17
318	318	15	18
319	319	15	19
320	320	15	20
321	321	16	1
322	322	16	2
323	323	16	3
324	324	16	4
325	325	16	5
326	326	16	6
327	327	16	7
328	328	16	8
329	329	16	9
330	330	16	10
331	331	16	11
332	332	16	12
333	333	16	13
334	334	16	14
335	335	16	15
336	336	16	16
337	337	16	17
338	338	16	18
339	339	16	19
340	340	16	20
341	341	17	1
342	342	17	2
343	343	17	3
344	344	17	4
345	345	17	5
346	346	17	6
347	347	17	7
348	348	17	8
349	349	17	9
350	350	17	10
351	351	17	11
352	352	17	12
353	353	17	13
354	354	17	14
355	355	17	15
356	356	17	16
357	357	17	17
358	358	17	18
359	359	17	19
360	360	17	20
361	361	18	1
362	362	18	2
363	363	18	3
364	364	18	4
365	365	18	5
366	366	18	6
367	367	18	7
368	368	18	8
369	369	18	9
370	370	18	10
371	371	18	11
372	372	18	12
373	373	18	13
374	374	18	14
375	375	18	15
376	376	18	16
377	377	18	17
378	378	18	18
379	379	18	19
380	380	18	20
381	381	19	1
382	382	19	2
383	383	19	3
384	384	19	4
385	385	19	5
386	386	19	6
387	387	19	7
388	388	19	8
389	389	19	9
390	390	19	10
391	391	19	11
392	392	19	12
393	393	19	13
394	394	19	14
395	395	19	15
396	396	19	16
397	397	19	17
398	398	19	18
399	399	19	19
400	400	19	20


# Élek
22	21	5
23	22	5
24	23	5
25	24	5
26	25	5
27	26	5
28	27	5
29	28	5
30	29	5
31	30	3
32	31	1
33	32	1
34	33	1
35	34	1
36	35	1
37	36	1
38	37	1
39	38	1
40	39	1
42	41	5
43	42	5
44	43	5
45	44	5
46	45	5
47	46	5
48	47	5
49	48	5
50	49	5
51	50	3
52	51	1
53	52	1
54	53	1
55	54	1
56	55	1
57	56	1
58	57	1
59	58	1
60	59	1
62	61	5
63	62	5
64	63	5
65	64	5
66	65	5
67	66	5
68	67	5
69	68	5
70	69	5
71	70	3
72	71	1
73	72	1
74	73	1
75	74	1
76	75	1
77	76	1
78	77	1
79	78	1
80	79	1
82	81	5
83	82	5
84	83	5
85	84	5
86	85	5
87	86	5
88	87	5
89	88	5
90	89	5
91	90	3
92	91	1
93	92	1
94	93	1
95	94	1
96	95	1
97	96	1
98	97	1
99	98	1
100	99	1
102	101	5
103	102	5
104	103	5
105	104	5
106	105	5
107	106	5
108	107	5
109	108	5
110	109	5
111	110	3
112	111	1
113	112	1
114	113	1
115	114	1
116	115	1
117	116	1
118	117	1
119	118	1
120	119	1
122	121	5
123	122	5
124	123	5
125	124	5
126	125	5
127	126	5
128	127	5
129	128	5
130	129	5
131	130	3
132	131	1
133	132	1
134	133	1
135	134	1
136	135	1
137	136	1
138	137	1
139	138	1
140	139	1
142	141	5
143	142	5
144	143	5
145	144	5
146	145	5
147	146	5
148	147	5
149	148	5
150	149	5
151	150	3
152	151	1
153	152	1
154	153	1
155	154	1
156	155	1
157	156	1
158	157	1
159	158	1
160	159	1
162	161	5
163	162	5
164	163	5
165	164	5
166	165	5
167	166	5
168	167	5
169	168	5
170	169	5
171	170	3
172	171	1
173	172	1
174	173	1
175	174	1
176	175	1
177	176	1
178	177	1
179	178	1
180	179	1
182	181	5
183	182	5
184	183	5
185	184	5
186	185	5
187	186	5
188	187	5
189	188	5
190	189	5
191	190	3
192	191	1
193	192	1
194	193	1
195	194	1
196	195	1
197	196	1
198	197	1
199	198	1
200	199	1
202	201	5
203	202	5
204	203	5
205	204	5
206	205	5
207	206	5
208	207	5
209	208	5
210	209	5
211	210	3
212	211	1
213	212	1
214	213	1
215	214	1
216	215	1
217	216	1
218	217	1
219	218	1
220	219	1
222	221	5
223	222	5
224	223	5
225	224	5
226	225	5
227	226	5
228	227	5
229	228	5
230	229	5
231	230	3
232	231	1
233	232	1
234	233	1
235	234	1
236	235	1
237	236	1
238	237	1
239	238	1
240	239	1
242	241	5
243	242	5
244	243	5
245	244	5
246	245	5
247	246	5
248	247	5
249	248	5
250	249	5
251	250	3
252	251	1
253	252	1
254	253	1
255	254	1
256	255	1
257	256	1
258	257	1
259	258	1
260	259	1
262	261	5
263	262	5
264	263	5
265	264	5
266	265	5
267	266	5
268	267	5
269	268	5
270	269	5
271	270	3
272	271	1
273	272	1
274	273	1
275	274	1
276	275	1
277	276	1
278	277	1
279	278	1
280	279	1
282	281	5
283	282	5
284	283	5
285	284	5
286	285	5
287	286	5
288	287	5
289	288	5
290	289	5
291	290	3
292	291	1
293	292	1
294	293	1
295	294	1
296	295	1
297	296	1
298	297	1
299	298	1
300	299	1
302	301	5
303	302	5
304	303	5
305	304	5
306	305	5
307	306	5
308	307	5
309	308	5
310	309	5
311	310	3
312	311	1
313	312	1
314	313	1
315	314	1
316	315	1
317	316	1
318	317	1
319	318	1
320	319	1
322	321	5
323	322	5
324	323	5
325	324	5
326	325	5
327	326	5
328	327	5
329	328	5
330	329	5
331	330	3
332	331	1
333	332	1
334	333	1
335	334	1
336	335	1
337	336	1
338	337	1
339	338	1
340	339	1
342	341	5
343	342	5
344	343	5
345	344	5
346	345	5
347	346	5
348	347	5
349	348	5
350	349	5
351	350	3
352	351	1
353	352	1
354	353	1
355	354	1
356	355	1
357	356	1
358	357	1
359	358	1
360	359	1
362	361	5
363	362	5
364	363	5
365	364	5
366	365	5
367	366	5
368	367	5
369	368	5
370	369	5
371	370	3
372	371	1
373	372	1
374	373	1
375	374	1
376	375	1
377	376	1
378	377	1
379	378	1
380	379	1
22	2	5
23	3	5
24	4	5
25	5	5
26	6	5
27	7	5
28	8	5
29	9	5
30	10	5
31	11	1
32	12	1
33	13	1
34	14	1
35	15	1
36	16	1
37	17	1
38	18	1
39	19	1
42	22	5
43	23	5
44	24	5
45	25	5
46	26	5
47	27	5
48	28	5
49	29	5
50	30	5
51	31	1
52	32	1
53	33	1
54	34	1
55	35	1
56	36	1
57	37	1
58	38	1
59	39	1
62	42	5
63	43	5
64	44	5
65	45	5
66	46	5
67	47	5
68	48	5
69	49	5
70	50	5
71	51	1
72	52	1
73	53	1
74	54	1
75	55	1
76	56	1
77	57	1
78	58	1
79	59	1
82	62	5
83	63	5
84	64	5
85	65	5
86	66	5
87	67	5
88	68	5
89	69	5
90	70	5
91	71	1
92	72	1
93	73	1
94	74	1
95	75	1
96	76	1
97	77	1
98	78	1
99	79	1
102	82	5
103	83	5
104	84	5
105	85	5
106	86	5
107	87	5
108	88	5
109	89	5
110	90	5
111	91	1
112	92	1
113	93	1
114	94	1
115	95	1
116	96	1
117	97	1
118	98	1
119	99	1
122	102	5
123	103	5
124	104	5
125	105	5
126	106	5
127	107	5
128	108	5
129	109	5
130	110	5
131	111	1
132	112	1
133	113	1
134	114	1
135	115	1
136	116	1
137	117	1
138	118	1
139	119	1
142	122	5
143	123	5
144	124	5
145	125	5
146	126	5
147	127	5
148	128	5
149	129	5
150	130	5
151	131	1
152	132	1
153	133	1
154	134	1
155	135	1
156	136	1
157	137	1
158	138	1
159	139	1
162	142	5
163	143	5
164	144	5
165	145	5
166	146	5
167	147	5
168	148	5
169	149	5
170	150	5
171	151	1
172	152	1
173	153	1
174	154	1
175	155	1
176	156	1
177	157	1
178	158	1
179	159	1
182	162	5
183	163	5
184	164	5
185	165	5
186	166	5
187	167	5
188	168	5
189	169	5
190	170	5
191	171	1
192	172	1
193	173	1
194	174	1
195	175	1
196	176	1
197	177	1
198	178	1
199	179	1
202	182	5
203	183	5
204	184	5
205	185	5
206	186	5
207	187	5
208	188	5
209	189	5
210	190	5
211	191	1
212	192	1
213	193	1
214	194	1
215	195	1
216	196	1
217	197	1
218	198	1
219	199	1
222	202	5
223	203	5
224	204	5
225	205	5
226	206	5
227	207	5
228	208	5
229	209	5
230	210	5
231	211	1
232	212	1
233	213	1
234	214	1
235	215	1
236	216	1
237	217	1
238	218	1
239	219	1
242	222	5
243	223	5
244	224	5
245	225	5
246	226	5
247	227	5
248	228	5
249	229	5
250	230	5
251	231	1
252	232	1
253	233	1
254	234	1
255	235	1
256	236	1
257	237	1
258	238	1
259	239	1
262	242	5
263	243	5
264	244	5
265	245	5
266	246	5
267	247	5
268	248	5
269	249	5
270	250	5
271	251	1
272	252	1
273	253	1
274	254	1
275	255	1
276	256	1
277	257	1
278	258	1
279	259	1
282	262	5
283	263	5
284	264	5
285	265	5
286	266	5
287	267	5
288	268	5
289	269	5
290	270	5
291	271	1
292	272	1
293	273	1
294	274	1
295	275	1
296	276	1
297	277	1
298	278	1
299	279	1
302	282	5
303	283	5
304	284	5
305	285	5
306	286	5
307	287	5
308	288	5
309	289	5
310	290	5
311	291	1
312	292	1
313	293	1
314	294	1
315	295	1
316	296	1
317	297	1
318	298	1
319	299	1
322	302	5
323	303	5
324	304	5
325	305	5
326	306	5
327	307	5
328	308	5
329	309	5
330	310	5
331	311	1
332	312	1
333	313	1
334	314	1
335	315	1
336	316	1
337	317	1
338	318	1
339	319	1
342	322	5
343	323	5
344	324	5
345	325	5
346	326	5
347	327	5
348	328	5
349	329	5
350	330	5
351	331	1
352	332	1
353	333	1
354	334	1
355	335	1
356	336	1
357	337	1
358	338	1
359	339	1
362	342	5
363	343	5
364	344	5
365	345	5
366	346	5
367	347	5
368	348	5
369	349	5
370	350	5
371	351	1
372	352	1
373	353	1
374	354	1
375	355	1
376	356	1
377	357	1
378	358	1
379	359	1
382	362	5
383	363	5
384	364	5
385	365	5
386	366	5
387	367	5
388	368	5
389	369	5
390	370	5
391	371	1
392	372	1
393	373	1
394	374	1
395	375	1
396	376	1
397	377	1
398	378	1
399	379	1


# Start
210

# Célok
379
363

# Heurisztika
3

# Algoritmus
4
